Unique Class Stereotype,Class Count
boundary data-class,1
data-class,1
lazy-class degenerate,1
data-provider boundary data-class small-class,2
entity data-provider boundary,1
lazy-class,1
commander degenerate,1
commander boundary small-class,1
boundary degenerate small-class,30
controller small-class,4
unclassified,26
controller degenerate,5
data-provider boundary degenerate,1
pure-controller degenerate small-class,2
degenerate small-class,10
data-provider boundary small-class,7
empty,270
commander,31
degenerate,9
boundary,31
commander boundary,2
boundary degenerate,5
commander small-class,3
boundary data-class small-class,1
data-provider lazy-class degenerate,1
entity boundary small-class,11
small-class,14
data-class small-class,6
entity boundary,10
lazy-class small-class,2
data-provider boundary,11
data-provider,11
data-provider data-class small-class,1
boundary small-class,2
data-provider data-class,1
entity minimal-entity boundary,3
data-provider small-class,7
Total,526
