Unique Class Stereotype,Class Count
entity degenerate,1
entity data-provider boundary lazy-class,1
commander boundary lazy-class degenerate,1
boundary lazy-class small-class,2
entity factory controller degenerate,1
entity factory controller,4
entity boundary lazy-class degenerate,3
entity boundary data-class,2
entity data-provider boundary data-class,1
boundary large-class,2
factory pure-controller small-class,3
lazy-class small-class,45
commander data-class small-class,2
data-provider boundary degenerate,2
entity boundary degenerate,24
boundary lazy-class,1
pure-controller small-class,77
boundary,428
controller lazy-class degenerate,12
degenerate,267
data-provider data-class,54
boundary small-class,27
controller lazy-class small-class,4
data-provider,360
controller small-class,82
unclassified,776
data-provider boundary data-class,90
entity factory controller small-class,76
entity commander boundary,114
data-provider lazy-class small-class,5
empty,1437
entity small-class,39
factory controller,7
commander boundary small-class,112
entity data-provider,1
controller degenerate,43
boundary lazy-class degenerate,10
commander degenerate,9
minimal-entity boundary,4
data-class small-class,9
factory controller small-class,73
data-provider boundary lazy-class small-class,4
boundary degenerate small-class,373
boundary degenerate,257
factory pure-controller degenerate small-class,41
commander boundary,307
entity boundary,384
data-class,8
commander,392
commander boundary data-class small-class,4
factory,1
degenerate small-class,86
entity minimal-entity commander boundary,1
entity commander boundary degenerate,3
small-class,258
minimal-entity commander boundary,1
pure-controller degenerate small-class,321
entity boundary small-class,211
entity data-provider boundary,116
pure-controller degenerate,82
factory controller data-class small-class,1
factory degenerate small-class,17
lazy-class,7
commander boundary degenerate,38
data-provider boundary data-class small-class,123
data-provider data-class small-class,67
lazy-class degenerate,17
data-provider boundary lazy-class degenerate,4
entity data-provider boundary degenerate,2
boundary data-class small-class,3
data-provider lazy-class degenerate,4
data-provider lazy-class,9
data-provider boundary,433
entity minimal-entity boundary,16
entity,18
controller,58
data-provider boundary small-class,34
pure-controller,20
controller data-class small-class,2
boundary controller,1
factory controller degenerate,2
data-provider boundary lazy-class,15
commander small-class,129
boundary data-class,2
data-provider small-class,10
Total,8093
