Unique Method Stereotype,Method Count
non-void-command collaborator,2
factory collaborator incidental,1
factory wrapper stateless,2
set,397
property factory wrapper,1
constructor,54
wrapper stateless,26
predicate non-void-command,10
non-void-command factory collaborator,38
get collaborator,31
controller stateless,63
property non-void-command collaborator,183
set collaborator,32
property controller,3
command collaborator,172
command,49
factory controller,1
empty,10
property,43
factory controller stateless,34
property factory controller,2
property non-void-command,36
property non-void-command factory collaborator,33
incidental,16
controller,2
predicate non-void-command collaborator,10
property wrapper,2
collaborator incidental,8
get,401
get property non-void-command collaborator,1
factory collaborator stateless,7
get wrapper,1
void-accessor command collaborator,1
Total,1672
