Unique Class Stereotype,Class Count
data-provider boundary small-class,1
commander boundary lazy-class degenerate,1
factory controller degenerate,1
entity data-provider boundary,2
boundary degenerate,9
controller,1
data-provider small-class,3
boundary data-class,2
pure-controller degenerate,17
entity factory controller,1
commander boundary small-class,2
boundary data-class small-class,2
pure-controller,1
boundary,6
degenerate,27
pure-controller small-class,2
entity boundary,13
boundary degenerate small-class,3
entity boundary data-class small-class,1
factory pure-controller small-class,1
entity commander boundary,2
pure-controller degenerate small-class,27
entity boundary small-class,5
small-class,3
entity,1
unclassified,5
controller small-class,1
boundary small-class,2
degenerate small-class,3
empty,134
factory controller,1
commander,3
controller degenerate,1
Total,284
