Unique Class Stereotype,Class Count
controller data-class small-class,1
entity boundary,2
commander data-class small-class,4
controller degenerate,1
degenerate small-class,2
boundary lazy-class degenerate,1
data-provider boundary lazy-class degenerate,1
data-provider boundary small-class,1
commander,1
unclassified,4
empty,23
boundary degenerate small-class,7
pure-controller degenerate small-class,2
data-provider boundary,1
boundary small-class,1
degenerate,4
entity boundary degenerate,1
commander small-class,1
boundary,3
pure-controller,1
data-provider,3
small-class,1
entity boundary small-class,1
boundary degenerate,5
controller,2
Total,74
