Unique Class Stereotype,Class Count
factory controller lazy-class,1
boundary degenerate,2
factory controller small-class,1
data-provider lazy-class,2
entity minimal-entity boundary,1
factory controller degenerate,1
data-provider boundary data-class small-class,2
data-class,2
commander boundary,12
data-provider lazy-class degenerate,1
entity boundary small-class,12
small-class,12
pure-controller small-class,13
boundary,26
degenerate,5
data-class small-class,1
entity boundary,23
data-provider data-class small-class,2
data-provider,3
boundary degenerate small-class,2
commander,13
empty,270
entity small-class,3
commander small-class,39
entity boundary degenerate,1
data-provider boundary,1
data-provider data-class,1
boundary small-class,2
unclassified,30
controller small-class,3
commander degenerate,1
commander boundary small-class,16
controller,2
factory pure-controller degenerate small-class,3
entity commander boundary,7
pure-controller degenerate small-class,2
boundary lazy-class degenerate,1
controller degenerate,1
boundary lazy-class,1
degenerate small-class,2
Total,523
