Unique Class Stereotype,Class Count
data-class,1
commander small-class,2
boundary degenerate,2
commander boundary,13
boundary degenerate small-class,6
entity boundary small-class,5
small-class,3
boundary data-class small-class,3
unclassified,17
entity minimal-entity boundary,1
entity,2
entity boundary data-class small-class,3
entity commander boundary,2
pure-controller degenerate small-class,3
empty,67
entity small-class,1
commander,13
factory pure-controller degenerate small-class,3
data-provider data-class,2
data-class small-class,1
entity boundary,7
factory controller small-class,11
data-provider,7
data-provider boundary,13
data-provider boundary data-class small-class,1
degenerate,3
pure-controller small-class,1
boundary,8
data-provider boundary data-class,3
minimal-entity commander boundary,1
commander boundary small-class,1
Total,206
