Unique Class Stereotype,Class Count
commander boundary lazy-class small-class,1
entity boundary data-class small-class,2
boundary lazy-class,3
entity boundary data-class,1
controller data-class,1
lazy-class data-class small-class,2
data-provider boundary lazy-class,5
large-class degenerate,1
data-provider lazy-class,1
data-provider boundary data-class,6
data-provider boundary degenerate,1
commander lazy-class small-class,2
lazy-class,9
boundary lazy-class degenerate,5
lazy-class data-class,1
commander boundary data-class,4
entity boundary degenerate,21
lazy-class small-class,6
factory pure-controller small-class,4
commander boundary lazy-class degenerate,2
boundary controller degenerate,1
entity factory controller degenerate,7
commander boundary,692
boundary degenerate small-class,591
entity degenerate,6
commander lazy-class,1
commander small-class,734
boundary data-class,44
boundary small-class,105
commander data-class small-class,17
data-provider boundary lazy-class degenerate,2
factory degenerate,35
data-provider data-class,32
controller small-class,82
unclassified,801
controller degenerate,61
entity minimal-entity commander boundary,1
small-class,457
data-provider small-class,42
data-provider lazy-class small-class,6
empty,3239
entity small-class,27
factory controller,46
commander boundary small-class,467
entity data-provider boundary,6
pure-controller degenerate,503
boundary,274
controller lazy-class degenerate,7
degenerate,519
pure-controller small-class,126
factory pure-controller degenerate,7
commander boundary data-class small-class,13
commander,875
entity boundary,285
data-class,320
minimal-entity commander boundary,3
entity boundary small-class,328
pure-controller degenerate small-class,1118
entity commander boundary,91
boundary data-class small-class,51
data-provider lazy-class degenerate,6
lazy-class degenerate,12
commander lazy-class degenerate,3
boundary degenerate,426
commander degenerate,9
minimal-entity boundary,9
data-class small-class,94
factory controller small-class,53
data-provider boundary lazy-class small-class,1
factory degenerate small-class,197
commander boundary lazy-class,1
factory controller data-class small-class,9
entity minimal-entity boundary,16
data-provider boundary,21
entity factory controller small-class,44
pure-controller,60
data-provider boundary small-class,49
controller,73
factory pure-controller degenerate small-class,130
data-provider boundary data-class small-class,61
data-provider data-class small-class,101
entity,23
commander data-class,4
minimal-entity lazy-class,1
commander boundary degenerate,14
data-provider,83
factory controller degenerate,31
controller data-class small-class,5
degenerate small-class,418
factory,2
entity factory controller,17
Total,14073
