Unique Class Stereotype,Class Count
controller,2
data-class,2
pure-controller,1
commander boundary degenerate,3
data-provider,3
entity factory controller small-class,4
controller small-class,1
unclassified,22
commander boundary,32
boundary degenerate,9
boundary degenerate small-class,8
entity boundary small-class,21
small-class,6
degenerate small-class,4
lazy-class small-class,1
entity factory controller,1
pure-controller degenerate,11
data-class small-class,3
entity boundary,18
entity commander boundary,10
pure-controller degenerate small-class,14
commander boundary small-class,9
entity boundary degenerate,1
commander small-class,6
controller degenerate,3
factory controller small-class,4
data-provider data-class small-class,3
data-provider boundary,2
entity data-provider boundary,2
boundary,14
degenerate,20
pure-controller small-class,3
empty,82
factory controller,3
commander,9
entity small-class,2
boundary small-class,1
factory degenerate,1
Total,341
