Unique Class Stereotype,Class Count
pure-controller,2
entity,3
data-provider boundary data-class small-class,6
entity factory controller small-class,1
boundary degenerate,4
data-provider data-class small-class,5
boundary lazy-class,2
degenerate small-class,6
entity boundary small-class,18
small-class,11
data-provider boundary,1
commander boundary small-class,37
entity commander boundary,2
pure-controller degenerate small-class,18
data-class,2
controller small-class,5
unclassified,31
boundary,11
pure-controller small-class,20
degenerate,6
data-class small-class,2
entity boundary,30
entity factory controller,2
lazy-class small-class,3
controller degenerate,3
commander boundary,11
factory pure-controller degenerate small-class,2
controller,7
data-provider boundary small-class,2
factory controller small-class,6
entity boundary data-class,1
data-provider boundary data-class,1
boundary degenerate small-class,16
factory controller,1
empty,121
commander,7
entity small-class,2
boundary small-class,2
commander data-class small-class,1
commander small-class,2
entity boundary degenerate,1
data-provider,3
Total,417
