Unique Class Stereotype,Class Count
boundary data-class,1
factory degenerate small-class,3
commander small-class,2
data-provider boundary data-class small-class,1
commander degenerate,1
commander boundary lazy-class degenerate,1
commander boundary small-class,4
data-provider,7
data-provider small-class,2
factory controller small-class,1
data-provider boundary,2
data-provider data-class,1
entity data-provider boundary,1
degenerate small-class,10
data-class,4
controller small-class,3
unclassified,46
pure-controller degenerate,2
data-provider boundary small-class,4
small-class,12
entity boundary small-class,8
factory pure-controller degenerate small-class,1
entity factory controller small-class,2
commander boundary,32
boundary degenerate,4
commander data-class,1
entity,5
entity minimal-entity boundary,4
empty,148
commander,9
entity small-class,2
controller lazy-class,1
minimal-entity commander boundary,1
data-provider boundary data-class,1
pure-controller degenerate small-class,16
entity boundary data-class small-class,1
entity commander boundary,16
boundary degenerate small-class,10
controller lazy-class small-class,1
entity boundary,23
data-class small-class,5
pure-controller small-class,2
boundary,24
degenerate,14
boundary data-class small-class,3
Total,442
