Unique Method Stereotype,Method Count
unclassified,1
collaborator stateless,5
predicate wrapper,7
collaborator incidental,46
get,40
get command collaborator,1
get property non-void-command collaborator,2
property non-void-command,50
property non-void-command factory collaborator,43
factory wrapper stateless,9
predicate collaborator,3
set collaborator,28
property non-void-command collaborator,214
property controller,9
incidental,112
copy-constructor,3
factory controller stateless,19
get collaborator,93
get controller,1
get non-void-command collaborator,22
property wrapper,12
wrapper stateless,536
set,55
constructor,293
empty,36
get property controller,3
factory controller,2
property factory wrapper,9
command,950
get set,16
predicate non-void-command collaborator,62
wrapper,145
factory collaborator stateless,10
non-void-command collaborator,1
get non-void-command,11
controller stateless,512
non-void-command factory collaborator,7
predicate controller,6
get property non-void-command,2
command collaborator,542
property,19
predicate,8
get property factory collaborator,1
get set collaborator,26
property collaborator,2
stateless,2
property set collaborator,2
get property factory wrapper,1
get property factory controller,1
property set,1
factory collaborator incidental,2
predicate non-void-command,22
get wrapper,3
factory wrapper,1
get predicate collaborator,1
property factory controller,3
get set factory collaborator,1
get property set,1
controller,95
factory collaborator,1
Total,4111
