Unique Method Stereotype,Method Count
get non-void-command,1
collaborator stateless,3
property,17
set collaborator,8
get property non-void-command,6
predicate controller,10
get,2
property non-void-command factory collaborator,10
factory collaborator incidental,5
controller,7
factory controller stateless,6
controller stateless,187
incidental,66
predicate wrapper,1
predicate non-void-command,42
property non-void-command collaborator,32
property non-void-command,96
wrapper stateless,42
predicate non-void-command collaborator,14
void-accessor command,10
collaborator incidental,12
set,12
property set,4
constructor,49
command,38
get non-void-command collaborator,2
command collaborator,2
non-void-command,1
Total,685
