Unique Class Stereotype,Class Count
pure-controller degenerate small-class,1
factory degenerate small-class,1
data-provider small-class,1
data-provider,1
data-provider data-class small-class,1
degenerate small-class,2
boundary,6
entity boundary,2
pure-controller small-class,2
commander small-class,1
commander boundary,16
data-provider boundary small-class,1
commander,14
boundary small-class,1
entity factory controller small-class,1
factory pure-controller degenerate small-class,2
unclassified,21
empty,64
commander boundary small-class,5
commander degenerate,1
small-class,3
entity boundary small-class,4
entity commander boundary,8
degenerate,4
data-class small-class,1
Total,164
