Unique Method Stereotype,Method Count
non-void-command,2
property set collaborator,1
controller stateless,2
predicate collaborator,1
get collaborator,4
destructor,8
predicate wrapper,1
predicate non-void-command,3
property wrapper,2
property,13
command collaborator,7
predicate,4
get non-void-command,7
void-accessor set collaborator,4
unclassified,3
command,24
set factory collaborator,1
constructor,38
set,3
property set,1
void-accessor collaborator,5
void-accessor command collaborator,15
property non-void-command collaborator,9
set collaborator,2
void-accessor command,7
collaborator incidental,17
get,11
get property,2
predicate set,1
property non-void-command factory collaborator,2
property collaborator,14
property non-void-command,8
wrapper stateless,6
predicate non-void-command collaborator,4
controller,3
copy-constructor,2
incidental,5
Total,242
