Unique Class Stereotype,Class Count
data-provider data-class small-class,1
data-provider,1
lazy-class degenerate,1
entity data-provider boundary,2
factory degenerate small-class,1
factory controller small-class,3
data-provider boundary,5
controller,1
entity data-provider boundary small-class,1
data-provider small-class,4
data-provider boundary data-class small-class,3
minimal-entity commander boundary,1
commander boundary degenerate,3
lazy-class data-class small-class,1
boundary data-class small-class,3
entity minimal-entity boundary,1
boundary degenerate,10
commander boundary lazy-class,1
entity factory controller,1
data-provider boundary small-class,7
commander data-class small-class,1
boundary small-class,10
boundary large-class degenerate,1
controller small-class,4
unclassified,17
factory controller,1
entity small-class,3
commander,15
empty,456
small-class,10
entity boundary small-class,16
pure-controller,1
minimal-entity boundary,1
boundary data-class,1
commander boundary,63
pure-controller degenerate,3
boundary degenerate small-class,18
pure-controller degenerate small-class,9
entity commander boundary,33
factory small-class,1
commander boundary small-class,20
boundary lazy-class,1
degenerate small-class,15
commander boundary data-class small-class,1
entity boundary degenerate,2
commander small-class,16
entity boundary,31
controller lazy-class data-class small-class,1
entity,1
boundary lazy-class degenerate,1
entity factory controller small-class,2
pure-controller small-class,3
boundary,14
degenerate,8
Total,831
