Unique Method Stereotype,Method Count
void-accessor command collaborator,8
predicate set collaborator,1
void-accessor set,3
predicate,7
non-void-command factory collaborator,7
predicate controller,8
predicate wrapper,1
property factory collaborator,10
empty,6
get property factory wrapper,1
property factory controller,2
get set collaborator,4
get controller,2
factory controller stateless,36
predicate non-void-command,11
get property non-void-command factory collaborator,4
factory collaborator,2
get collaborator,226
get property non-void-command collaborator,4
collaborator incidental,63
get,341
wrapper,3
get set,4
factory collaborator stateless,66
void-accessor set collaborator,1
get property wrapper,4
get non-void-command,6
command collaborator,283
controller stateless,214
predicate non-void-command collaborator,53
copy-constructor,6
incidental,86
controller,15
get property collaborator,5
set,30
get property controller,1
constructor,471
get property factory controller,1
property set,18
wrapper stateless,144
command,232
void-accessor command,25
factory wrapper stateless,7
get property,1
property collaborator,4
property non-void-command factory collaborator,96
property non-void-command,303
get wrapper,1
get non-void-command collaborator,4
property wrapper,53
property,27
property controller,5
property non-void-command collaborator,209
set collaborator,5
property set collaborator,8
stateless,9
collaborator stateless,18
Total,3165
