Unique Method Stereotype,Method Count
non-void-command factory collaborator,1
collaborator,1
factory controller stateless,1
predicate collaborator,3
wrapper,20
property set collaborator,3
get non-void-command,6
predicate non-void-command,3
constructor,31
empty,4
command,75
unclassified,2
predicate,1
command collaborator,41
property non-void-command,5
property non-void-command factory collaborator,1
property wrapper,3
set,43
get property collaborator,2
get collaborator,8
predicate non-void-command collaborator,2
controller,12
incidental,5
wrapper stateless,23
predicate set collaborator,1
property,2
controller stateless,6
property non-void-command collaborator,2
set collaborator,6
property controller,2
get,9
collaborator incidental,1
Total,325
