Unique Method Stereotype,Method Count
get non-void-command,2
collaborator,5
get predicate non-void-command collaborator,1
predicate set collaborator,3
get set collaborator,1
property factory collaborator,1
stateless,2
get controller,2
unclassified,2
get property non-void-command,2
get set factory,1
non-void-command factory collaborator,3
predicate controller,20
predicate collaborator,11
destructor,79
get set,4
wrapper,42
wrapper stateless,181
predicate non-void-command,20
predicate wrapper,6
get non-void-command collaborator,2
property wrapper,25
command collaborator,432
get collaborator,35
void-accessor,1
void-accessor collaborator,2
void-accessor command collaborator,8
controller stateless,159
set collaborator,47
property non-void-command collaborator,105
property controller,16
property,39
constructor,189
get property collaborator,2
set,44
command,258
empty,18
get property,1
predicate set,1
property non-void-command factory collaborator,2
property collaborator,160
property non-void-command,11
get property non-void-command collaborator,1
collaborator incidental,39
get,29
predicate,15
void-accessor command,1
copy-constructor,4
predicate non-void-command collaborator,41
incidental,29
controller,42
Total,2146
