Unique Class Stereotype,Class Count
commander degenerate,1
data-provider boundary lazy-class,1
boundary data-class,1
data-provider small-class,1
controller degenerate,2
pure-controller degenerate small-class,10
entity commander boundary,4
boundary degenerate small-class,9
pure-controller degenerate,2
small-class,6
entity boundary small-class,19
boundary data-class small-class,7
commander boundary small-class,26
data-provider boundary small-class,3
entity boundary,12
entity factory controller,2
lazy-class small-class,1
boundary,3
degenerate,4
pure-controller small-class,4
commander boundary,111
boundary degenerate,3
data-provider data-class small-class,1
commander boundary lazy-class degenerate,1
factory controller small-class,9
factory degenerate small-class,11
entity factory controller small-class,26
controller,1
factory pure-controller degenerate small-class,13
degenerate small-class,2
unclassified,18
controller small-class,2
empty,255
commander,75
entity small-class,5
entity,4
commander small-class,4
Total,659
