Unique Method Stereotype,Method Count
property non-void-command factory collaborator,2
factory wrapper stateless,2
factory controller stateless,1
collaborator stateless,1
wrapper stateless,26
property set collaborator,3
wrapper,55
controller,5
get,105
incidental,7
get collaborator,110
property non-void-command,80
set collaborator,99
predicate non-void-command,11
property non-void-command collaborator,46
empty,2
command,83
set,102
constructor,24
property,3
get non-void-command factory collaborator,91
predicate non-void-command collaborator,12
controller stateless,29
get non-void-command collaborator,4
command collaborator,247
Total,1150
