Class Name,Class Stereotype,Method Name,Method Stereotype
"ScriptPage","empty","ScriptPage","constructor",
"GameInfoPage","empty","GameInfoPage","constructor",
"AcceleratorPage2","boundary","AcceleratorPage2","constructor",
"AcceleratorPage2","boundary","AcceleratorTabs_SelectionChanged","command collaborator",
"AcceleratorPage2","boundary","OnLoaded","void-accessor command collaborator",
"AcceleratorPage2","boundary","SearchGameBox_DropDownClosed","wrapper stateless",
"AcceleratorPage2","boundary","GameContains","predicate controller",
"AcceleratorPathAskBox","pure-controller small-class","AcceleratorPathAskBox","constructor",
"AcceleratorPathAskBox","pure-controller small-class","SelectWattAcceleratorInstallPath","controller",
"ProxySettingsWindowViewModel","empty","ProxySettingsWindowViewModel","constructor",
"ProxySettingsPage","empty","ProxySettingsPage","constructor",
"GameAcceleratorPageViewModel","empty","GameAcceleratorPageViewModel","constructor",
"AllGamesListPageViewModel","empty","AllGamesListPageViewModel","constructor",
"GameAppItem","data-provider boundary small-class","GameAppItem","constructor",
"GameAppItem","data-provider boundary small-class","get","property wrapper",
"GameAppItem","data-provider boundary small-class","set","wrapper",
"AcceleratorPageViewModel","entity commander boundary","AcceleratorPageViewModel","constructor",
"AcceleratorPageViewModel","entity commander boundary","EnvironmentCheck","predicate non-void-command collaborator",
"AcceleratorPageViewModel","entity commander boundary","TrustCer_OnClick","command",
"AcceleratorPageViewModel","entity commander boundary","SetupCertificate_OnClick","command collaborator",
"AcceleratorPageViewModel","entity commander boundary","DeleteCertificate_OnClick","command collaborator",
"AcceleratorPageViewModel","entity commander boundary","ShowCertificate_OnClick","command collaborator",
"ProxyService","entity small-class","StartProxyServiceAsync","property non-void-command collaborator",
"ProxyService","entity small-class","StartProxyServiceCoreAsync","property non-void-command factory collaborator",
"ProxyService","entity small-class","ProxyService","constructor",
"ScriptManager","boundary","ScriptManager","constructor",
"ScriptManager","boundary","ReadScriptAsync","property factory controller",
"ScriptManager","boundary","AddScriptAsync","property non-void-command collaborator",
"ScriptManager","boundary","SaveScriptAsync","property non-void-command collaborator",
"ScriptManager","boundary","BuildScriptAsync","property non-void-command collaborator",
"ScriptManager","boundary","DeleteScriptAsync","property non-void-command collaborator",
"ScriptManager","boundary","CheckFiles","property non-void-command collaborator",
"ScriptManager","boundary","CheckFile","wrapper stateless",
"ScriptManager","boundary","TryReadFileAsync","property non-void-command collaborator",
"ScriptManager","boundary","SaveEnableScriptAsync","non-void-command collaborator",
"ScriptManager","boundary","LoadingScriptContentAsync","property non-void-command collaborator",
"ScriptManager","boundary","DownloadScriptAsync","property controller",
"ScriptRepository","boundary degenerate","ExistsScriptAsync","wrapper stateless",
"ScriptRepository","boundary degenerate","SaveScriptEnableAsync","wrapper stateless",
"ScriptRepository","boundary degenerate","SaveScriptCachePathAsync","wrapper stateless",
"ScriptRepository","boundary degenerate","GetAllAsync","wrapper stateless",
"ScriptRepository","boundary degenerate","ExistsScriptNameAsync","wrapper stateless",
"WinDivertResource","boundary","WinDivertResource","constructor",
"WinDivertResource","boundary","get","get set collaborator",
"WinDivertResource","boundary","get","get collaborator",
"WinDivertResource","boundary","set","set collaborator",
"WinDivertResource","boundary","get","property wrapper",
"WinDivertResource","boundary","get","property wrapper",
"Plugin","boundary lazy-class degenerate","Plugin","constructor",
"Plugin","boundary lazy-class degenerate","GetMenuTabItems","factory collaborator incidental",
"Plugin","boundary lazy-class degenerate","ConfigureDemandServices","command collaborator",
"Plugin","boundary lazy-class degenerate","ConfigureRequiredServices","controller stateless",
"Plugin","boundary lazy-class degenerate","ConfigureServices","empty",
"Plugin","boundary lazy-class degenerate","OnInitializeAsync","collaborator incidental",
"Plugin","boundary lazy-class degenerate","OnPeerConnected","wrapper",
"Plugin","boundary lazy-class degenerate","OnAddAutoMapper","controller stateless",
"Plugin","boundary lazy-class degenerate","OnExit","wrapper stateless",
