Unique Method Stereotype,Method Count
collaborator,1
get predicate non-void-command,1
void-accessor set,2
void-accessor command,2
predicate set collaborator,15
factory controller stateless,3
get collaborator,6
property set collaborator,13
void-accessor command collaborator,3
predicate non-void-command,61
predicate wrapper,5
predicate controller,5
controller stateless,43
get property,1
property non-void-command collaborator,44
property controller,2
set collaborator,4
set,8
constructor,35
property set,5
property collaborator,18
property non-void-command,20
predicate set,18
destructor,27
predicate collaborator,22
wrapper,7
command,4
predicate,12
property wrapper,4
get,27
get property non-void-command collaborator,3
collaborator incidental,7
predicate non-void-command collaborator,78
incidental,18
command collaborator,6
get property set collaborator,1
void-accessor wrapper,1
wrapper stateless,25
Total,557
