Unique Class Stereotype,Class Count
data-provider lazy-class small-class,1
data-provider boundary degenerate,1
pure-controller degenerate,1
data-class,2
data-provider boundary lazy-class degenerate,1
controller degenerate,3
commander boundary degenerate,1
entity data-provider boundary,7
data-provider boundary data-class small-class,2
factory degenerate small-class,3
data-provider,19
lazy-class,2
data-provider boundary,31
data-provider data-class,1
boundary small-class,8
commander data-class small-class,4
entity boundary,80
entity boundary degenerate,3
minimal-entity data-provider boundary,1
commander boundary data-class small-class,1
commander small-class,35
minimal-entity boundary,4
boundary data-class,3
data-provider small-class,9
commander boundary,77
boundary degenerate,9
empty,198
commander,50
data-provider boundary small-class,20
commander boundary small-class,25
entity boundary small-class,15
small-class,14
factory pure-controller small-class,1
pure-controller degenerate small-class,6
entity commander boundary,14
boundary degenerate small-class,18
unclassified,97
controller small-class,11
data-provider data-class small-class,2
data-provider lazy-class degenerate,1
boundary data-class small-class,3
degenerate small-class,9
boundary lazy-class,3
entity minimal-entity boundary,1
controller,1
factory pure-controller degenerate small-class,2
boundary,158
pure-controller small-class,3
degenerate,25
data-provider boundary data-class,6
Total,992
